IdInstitucional;NOMBRE;DOMIC;Tur 4 a 7;TELEF;LOCALIDAD;CP;SECTOR;PROVINCIA;DISTRITO;UBICACION;e-mail EGB;Observaciones
4640;VISION DE FUTURO;PJE.LEIVA 3856;;042-524048;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4641;MONSEÑOR ADOLFO DURAN;LOS NOGALES 2400;MT;;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4642;BEATO JANSSEN;AV.PEÑALOZA 8200;;042-897312;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4643;SANTA MONICA;B.SAN AGUSTIN II;;;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4644;DR.GILBERTO BELTRAMINO;GORRITI 5987;;042-884125;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4645;JESUS RESUCITADO;MANZANA N°2 -ALTO VERDE-;;522287;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4646;ALBERTO MONTI;ALSINA 8200;;556920;SANTA FE;3000;PRIVADO;SANTA FE;SANTA FE;SANTA FE CIUDAD;;
4647;ESC. 33  INDEPENDENCIA;AV.LAS HERAS 220;MT;;RESISTENCIA;3500;OFICIAL;CHACO;RESISTENCIA;CHACO;;
4648;ESC. NORM. SUP 1 JOSE MARIA TORRES;CORRIENTES Y URQUIZA;M;312226;PARANA;3100;OFICIAL;ENTRE RIOS;PARANA;PARANA;;
4649;DEL NIÑO JESUS;3 DE FEBRERO 994;T;248967;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4650;DR.ENRIQUE CARBO;F.RAMIREZ 1780;MT;311952;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4651;SANTA ANA;M.PASTORELLI 750;MT;247862;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4652;SAN JOSE OBRERO;O´HIGGINS Y ZANNI;MT;260066;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4653;VIRGEN DE MED.MILAGROSA;EL TALAR 1981;MT;043-260424;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4654;INST.JOSE GAZZANO;RUTA 18 KM.8,5;;;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4655;HERNANDARIAS;3 DE FEBRERO 685;M;043-242276;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4656;SANTA TERESITA;3 DE FEBRERO 994;M;248967;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4657;MANUEL ALBERTI;DEAN J.ALVAREZ 56;M;340225;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4658;LA SALLE;SANTA FE 474;MT;311006;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4659;R.V.PEÑALOSA;PUENTE A.ILLIA 380;MT;301443;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4660;J.J.URQUIZA;MONTES CASEROS 15;T;310109;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4661;HERMANA R.DE.BORGEL;DEAN J.ALVAREZ 56;T;3402225;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4662;INST.MODELO BILINGÜE;SAN JUAN 254;M;232051;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4663;PLAZA MAYOR;CORRIENTES 284;M;312507;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4664;CENTENARIO;AV.RIVADAVIA 432;MT;311083;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4665;INST.SIGLO XXI;CERVANTES 335;M;230937;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
4666;ESC. 01  B. ZORRILLA;SANTA M. DE ORO 28;M;40693;RESISTENCIA;3500;OFICIAL;CHACO;RESISTENCIA;CHACO;;
4667;MARIA AUXILIADORA;LISANDRO DE LA TORRE 87;M;0722-36880;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4668;INST.EDUCATIVO N° 2;SAN MARTIN 377;M;32654;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4669;SAN ROQUE;SALTA 1117;M;26200;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4670;ESC. NORM DOMINGO F. SARMIENTO;DONOVAN 425;M;59943;RESISTENCIA;3500;OFICIAL;CHACO;RESISTENCIA;CHACO;;
4671;NSTRA SRA DE ITATI;WILDE 161;M;36299;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4672;DON BOSCO;AV.ITALIA 350;M;23711;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4673;INST.EDUCATIVO N° 1;BLANCO 260;M;35784;RESISTENCIA;3500;PRIVADO;CHACO;RESISTENCIA;CHACO;;
4674;"ESC. NORM. SUP ""DR.PUJOL""";BOLIVAR 1148;MT;21171;CORRIENTES;3400;OFICIAL;CORRIENTES;CORRIENTES;CORRIENTES;;
4675;SAN VICENTE DE PAUL;MORENO 1163;MT;21172;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4676;NSTRA SRA DE LA MISEDICORDIA;9 DE JULIO 796;MT;24406;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4677;SALESIANO;SAN JUAN 783;M;22828;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4678;SAN JOSE;25 DE MAYO 1034;T;23034;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4679;ESC. 01 MANUEL BELGRANO;YRIGOYEN Y SANTA FE;MT;64606;CORRIENTES;3400;OFICIAL;CORRIENTES;CORRIENTES;CORRIENTES;;
4680;SAGRADO CORAZON;AV.SARMIENTO 1953;MT;60695;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4681;NUESTRA SRA. DE LUJAN;DON BOSCO 2635;M;234879;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;instsradelujan@tucbbs.com.ar;
4682;SANTA CATALINA DE SIENA;JUJUY 1717;M;291838;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4683;J.F.KENEDDY;LAS PIEDRAS 152;MT;216717;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;paulgall@yahoo.com.ar;
4684;PABLO APOSTOL;AV.ACONQUIJA 2575;T;251221;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colegiopabloapostol@arnet.com.ar;
4685;SAN JUAN EL PRECURSOR;ITUZAINGO 650;M;351731;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colegiosanjuanelprecursor@arnet.com.ar;
4686;SAN PATRICIO;ACONQUIJA 631;M;352961;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;aliciacruz2003@hotmail.com;
4687;SAN IGNACIO LOYOLA;B.ROLDAN 150;M;353010;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colegiosanignaciodeloyola@argentina.com;
4688;PUCARA;AV.ACONQUIJA 598;M;352134;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;csipucara@arnet.com.ar;
4689;MARIA MONTESORI;AV.BELGRANO 2050;M;237075;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4690;KINDER - DEL SOL;E.ECHEVERRIA 256;MT;352206;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;kinder@tucbbs.com.ar;
4691;SAN ANTONIO DE PADUA;SAN LORENZO 2910;M;330795;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4692;SAN JAVIER;AV.ACONQUIJA 2448 / 2396;MT;251161;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colegiopsanjavier@hotmail.com;
4693;SAINT PATRICK;MAIPU 3187;MT;42215;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4694;ESC. 160;9 DE JULIO 796;MT;24406;CORRIENTES;3400;OFICIAL;CORRIENTES;CORRIENTES;CORRIENTES;;
4695;GUIDO SPANO;LAPRIDA 464;T;081-220231;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;instcguispano@hotmail.com/msilva7@hotmail.com;
4696;HERMAN HALLERITH;LAPRIDA 246;T;224268;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;info@hermanhollerith.com.ar;
4697;ALMAFUERTE;AV. BELGRANO 3501;T;346933;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;instalalmafuerte@arnet.com.ar;
4698;DEL ACONQUIJA;ARROYO 300;M;4254406;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4699;INST.GABRIELA MISTRAL;JUAN JOSE PASO 167;MT;4321435;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
4700;ESC. DR. RAUL COLOMBRES;MARCOS PAZ 1403;MT;237147;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
4701;MARTIN.M.DE GUEMES;A. CONDARCO 245;T;283227;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4702;NUESTRA SEÑORA DEL VALLE;GENERAL PAZ 1112;M;4248535;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;coldelvalle@uolsinectis.com;
4703;ESC. GALILEO GALILEI;RIVADAVIA 164;M;306467;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;escuelagalileogalilei@arnet.com.ar;
4704;SAN GABRIEL - LICEO MILITAR;19° DE INFANTERIA 2339;M;330755;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;malmiron@ejercito.mil.ar;
4705;"ESC. INTEGRAL ARG-HEBREA ""INDEPENDENCIA""";AYACUCHO 456;M;248167;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;eiahi@arnet.com.ar;
4706;NICOLAS AVELLANEDA;LA RIOJA 1060;T;241773;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;inavellaneda@arnet.com.ar;
4707;INM.CONCEPCION;AV. J. M. PAZ 150;T;4263765;BANDA RIO SALI;4109;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4708;PETER PAN;24 DE SETIEMBRE 84;MT;270682;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;institutopeterpan@hotmail.com;
4709;INS.SRA DE LA CONSOLACION;BOLIVAR 391;T;617620;TAFI VIEJO;4103;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4710;ESC. GYMNASIUM U.N.T;25 DE MAYO 621;M;220629;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
4711;ESC. FEDERICO HELGUERA;BS. AS. 173;M;4220113;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
4712;SAN CAYETANO;AV.B.TERAN 910;T;845458;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4713;LOS CERROS;JUAN HELLER Y LA PAMPA B.MARTI GOLL;M;350521;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colloscerros@hotmail.com;
4714;REINA DE LA PAZ;ALBERDI 367;M;081-220060;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;reinapaz@cpsarg.com;
4715;F.A.M.BOISDRON O.P;LAMADRID 1048;MT;252083;YERBA BUENA;4107;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;boisdron@infovia.com.ar;
4716;SAN VICENTE DE PAUL;CASEROS 351;T;4940647;ALDERETES;4178;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4717;ESC. NORM. SUP JUAN B.ALBERDI;MUÑECAS 219;T;219047;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;posmaster@ensalb.tm.rffdc.edu.ar;
4718;NUESTRA SRA. DE FATIMA;MUÑECAS 1570;M;301634;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colfatima@hotmail.com;
4719;SANTO DOMINGO;SAN LORENZO 816;MT;0381-4221012;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;Cordoba;santodomingo@arnet.com.ar;
4720;MARIANO MORENO;GRAL. PAZ 184;T;4248417;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;colegiomarianomoreno@arnet.com.ar;
4721;DE LA SANTA CRUZ;CATAMARCA 719;T;212748;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4722;PRESENTACION DE MARIA;RUTA 315 KM. 7 1/2;T;4930039;VILLA CARMELA - YERBA BUENA;4105;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4723;9 DE JULIO;SAN JUAN 671;T;218770;SAN MIGUEL DE TUCUMAN;4000;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;instituto9dejulio@ubbi.com;
4724;SANTO TOMAS;PEDRO DE MENDOZA 180;T;4273301;EL COLMENAR;4101;PRIVADO;TUCUMAN;TUCUMAN;TUCUMAN;;
4725;JUAN MANTOVANI;AVOGADRO ESQ.GAUSS;M;0543-49240;VILLA BELGRANO (N);5000;PRIVADO;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4726;INST.PARROQUIAL NSTRA SRA DEL CARMEN;ARGENSOLA 670;MT;719291;ALTA CORDOBA (N);5000;OFICIAL;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4727;SAN JOSE;MARIANO MORENO 108;MT;4222485;ALBERDI (S);5000;PRIVADO;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4728;ESC. NORM. SUP AGUSTIN AGULLA;VIAMONTE 150;T;;Bº GRAL. PAZ;5000;OFICIAL;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4729;ESC. MIGUEL DE RODRIGUEZ DE LA TORRE;LA GRANJA 3199;MT;4813318;ALTO VERDE (N);5009;OFICIAL;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4730;A.M.GIANELLI;1 DE MAYO 1060;T;247049;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4731;SAN JOSE;CAFERATA 2680;M;324884;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4732;Nº 193 NSTRA SRA DE ITATI;FLOR DE NACAR 7002;MT;626554;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4733;Nº 1226 NSTRA SRA DE VALLE;DORREGO 6102;MT;0341-4634400;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4734;ESC MEDIA FLIA DE DIOS;NAVARRO 7851;T;513415;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4735;CRISTOFORO COLOMBO;ESPAÑA 768;M;244948;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4736;INST.SOLIS;SOLIS 1157;T;578240;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4737;ESC. 103 DR.R.S.PEÑA;SARMIENTO 307;MT;472-1461;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4738;ESC. 773 PABLO PIZZURNO;RIOBAMBA 5125;MT;314930;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4739;ESC. 799 A.ESCUDERO;ACEVEDO Y FRANCIA;T;644506;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4740;ESC. 1229 1 DE MAYO;MENA 2221;MT;558239;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4741;ESC. 1314 V.O.COSSETTINI;NICARAGUA 2400;MT;0341-4727600;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4742;ESC. 550 COOPERACION ESCOLAR;CATAMARCA 1093;MT;710379;GRANADERO BAIGORRIA;2152;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4743;ESC. 6370 TTE. GRAL. P. RICHIERI;BAT.DE ARSENALES 121;MT;4-918609;F.L.BELTRAN;2156;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4744;ESC. 6392 CARLOS C.BIÑELLI;RUTA 11 NRO 287;MT;;SAN LORENZO;2200;OFICIAL;SANTA FE;SAN LORENZO;RESTO SANTA FE;;
4745;ESC. 1210 LUIS RULLAN;PJE.ADRIAN 1950;MT;0341-4726559;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
4746;ESC. 50;ECUADOR ESQ. E.L.S.G.O.O.D;MT;0965-26705;TRELEW;9100;OFICIAL;CHUBUT;CHUBUT;CHUBUT;;
4747;ESC. 11;LISANDRO DE LA TORRE S/N;MT;;RIO GALLEGOS;9400;OFICIAL;SANTA CRUZ;RIO GALLEGOS;SANTA CRUZ;;
4748;NIÑO JESUS DE PRAGA;PARANA 1151;MT;41942366;CARCARAÑA;2138;PRIVADO;SANTA FE;SAN LORENZO;RESTO SANTA FE;;
4749;ESC. 01;BOLIVAR 325;MT;;COLON;3280;OFICIAL;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
4750;ESC. MODELO DE SAN JUAN;LIBERTADOR S.MARTIN Y ALVEAR;MT;;SAN JUAN;5400;PRIVADO;SAN JUAN;CAPITAL;SAN JUAN;;
4751;ESC. CIUDAD DEL SOL;SANCHEZ E/ CERVANTES Y ECHEGARAY;MT;;SAN JUAN;5400;PRIVADO;SAN JUAN;CAPITAL;SAN JUAN;;
4752;ESC. 243;V.SARSFIELD 842;MT;8222611;LA RIOJA;5300;OFICIAL;LA RIOJA;LA RIOJA;LA RIOJA;;
4753;PRIV. ESTEBAN L.MARADONA;J. M. URIBURU 157;M;71731044;FORMOSA;3600;PRIVADO;FORMOSA;FORMOSA;FORMOSA;;
4754;PRIV.ALAS;AYACUCHO 64 (ESTE);MT;24529;FORMOSA;3600;PRIVADO;FORMOSA;FORMOSA;FORMOSA;;
4755;SANTA ISABEL;25 DE MAYO 519;MT;430480;FORMOSA;3600;PRIVADO;FORMOSA;FORMOSA;FORMOSA;;
4756;PADRE JUAN MUZIO;MORENO 1004;MT;;TRELEW;9100;PRIVADO;CHUBUT;CHUBUT;CHUBUT;;
4757;MARIA AUXILIADORA;SAN MARTIN 260;MT;96524469;TRELEW;9100;PRIVADO;CHUBUT;CHUBUT;CHUBUT;;
4758;ESC. 04;ALEJ.MAIZ 150;MT;81986;RAWSON;9103;OFICIAL;CHUBUT;CHUBUT;CHUBUT;;
4759;DON BOSCO;DON BOSCO 248;MT;96582623;RAWSON;9103;PRIVADO;CHUBUT;CHUBUT;CHUBUT;;
4760;MARIA AUXILIADORA;AV. ROCA 592;M;420229;RIO GALLEGOS;9400;PRIVADO;SANTA CRUZ;RIO GALLEGOS;SANTA CRUZ;;
4761;SALESIANO NSTRA SRA DE LUJAN;FAGNANO 142;;420394;RIO GALLEGOS;9400;PRIVADO;SANTA CRUZ;RIO GALLEGOS;SANTA CRUZ;;
4762;NSTRA SRA DE FATIMA;ESTRADA 751;MT;422737;RIO GALLEGOS;9400;PRIVADO;SANTA CRUZ;RIO GALLEGOS;SANTA CRUZ;;
4763;DEL SUR;GRAL CAMPOS 134;MT;30869;USHUAHIA;9410;PRIVADO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;
4764;DON BOSCO;SAN MARTIN 936;M;21368;USHUAHIA;9410;PRIVADO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;
4765;ESC. 01  DOMINGO F. SARMIENTO;MAIPU 675;MT;21362;USHUAHIA;9410;OFICIAL;TIERRA DEL FUEGO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;
4766;ESC. 03;12 DE OCTUBRE 383;MT;90121614;USHUAHIA;9410;OFICIAL;TIERRA DEL FUEGO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;
4767;VELEZ SARSFIELD;RUBEN DARIO 4637  E/C.TEJEDOR Y BELGRANO;M;4762-1031;MUNRO;1605;PRIVADO;BUENOS AIRES;VICENTE LOPEZ;GBA NORTE;asoeche@hotmail.com;
4768;PRESIDENTE SARMIENTO;JULIAN AGUIRRE 1721;T;665-2051;HURLINGHAM;1686;PRIVADO;BUENOS AIRES;HURLINGHAM;GBA OESTE;;
4769;SEPTIEMBRE;LAPRIDA 1871;M;805-7460;CIUDAD DE BS AS;;PRIVADO;CIUDAD DE BS AS;01;CIUDAD DE BS AS;jardinar@uolsinectis.com.ar,escuelaseptiembre@uolsinectis.com.ar;
4770;CARLOS BUNGE;CHARCAS Y ANCHORENA;M;;CIUDAD DE BS AS;;PRIVADO;CIUDAD DE BS AS;02;CIUDAD DE BS AS;colegiobunge@fibertel.com.ar;
4771;ALMAFUERTE;Estrada 66;M;4259-8591;BERNAL;1876;PRIVADO;BUENOS AIRES;QUILMES;GBA SUR;;
4772;ESC. 02;GORRITI Y VIAS DEL FFCC. ROCA;MT;;ADROGUE;1846;OFICIAL;BUENOS AIRES;A. BROWN;GBA SUR;;
4773;REPUBLICA DEL PERU;M. G. CARRILLO 2450;MT;4650035;LOS NARANJOS (S);5000;OFICIAL;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4774;INS. JOSE PEÑA;CIUDAD DE TAMPA 2954;MT;806054;VILLA CABRERA;5000;PRIVADO;CORDOBA;CORDOBA CIUDAD;CORDOBA CIUDAD;;
4775;R. VERA PEÑALOZA;AMENEDO 2440;M;293-5283;MARMOL;1846;PRIVADO;BUENOS AIRES;A. BROWN;GBA SUR;;
4776;EDUCATIVO ARGENTINO;QUINTANA 1048;M;214-1624;ADROGUE;1846;PRIVADO;BUENOS AIRES;A. BROWN;GBA SUR;;
4777;PUERTAS ABIERTAS;BLASCO IBAÑEZ 460;T;291-2922;MARMOL;1846;PRIVADO;BUENOS AIRES;A. BROWN;GBA SUR;;
4778;AMANCIO ALCORTA;ALCORTA 980;T;299-0616;BURZACO;1852;PRIVADO;BUENOS AIRES;A. BROWN;GBA SUR;;
4779;NUESTRAS MALVINAS;VERNET 1826;MT;4290-8546;MONTE GRANDE;1842;PRIVADO;BUENOS AIRES;E. ECHEVERRIA;GBA SUR;;
4780;ESC. ARTURO UMBERTO ILLIA;RESOAGLI Y LAS PIEDRAS;M;;CORRIENTES;3400;PRIVADO;CORRIENTES;CORRIENTES;CORRIENTES;;
4781;HUERTO;9 DE JULIO 84;;0436/24549;VICTORIA;1353;PRIVADO;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
4782;ESC. REC. SAN JOSE;FCO ROCA 486;;;ROJAS;2705;PRIVADO;BUENOS AIRES;ROJAS;INTERIOR DE BS AS;;
4783;SANTA MARTA;CALLE 46 Nº837;;;COLON;2720;PRIVADO;BUENOS AIRES;COLON;INTERIOR DE BS AS;;
4784;SAN JOSE;ANCHORENA 707;T;03329-480159;BARADERO;2942;PRIVADO;BUENOS AIRES;BARADERO;INTERIOR DE BS AS;;
4785;ESPIRITU SANTO;RIVADAVIA 590;;;L.N. ALEM;3315;PRIVADO;MISIONES;MISIONES;MISIONES;;
4786;NTRA. SRA. DEL IGUAZU;AVDA. SAN MARTIN S/N;;;WANDA;3376;PRIVADO;MISIONES;MISIONES;MISIONES;;
4787;LA INMACULADA;SARMIENTO 350;;;APOSTOLES;3350;PRIVADO;MISIONES;MISIONES;MISIONES;;
4788;SAN ALBERTO MAGNO;PADRE ARNALDO 75;;;PTO. RICO;3334;PRIVADO;MISIONES;MISIONES;MISIONES;;
4789;DOMINGO SAVIO;DON BOSCO 149;;;SANTA ROSA;6300;PRIVADO;LA PAMPA;LA PAMPA;LA PAMPA;;
4790;LUIS TORRES MOLINA;CARLOS MURIA 176 / BELGRANO 176;;;CHAMICAL;5380;PRIVADO;LA RIOJA;LA RIOJA;LA RIOJA;;
4791;PIO XII;B. Y BUSTOS 449;;;LA RIOJA;5300;PRIVADO;LA RIOJA;LA RIOJA;LA RIOJA;;
4792;SANTA TERESITA;PARROCO MARSKE Nº260 BO GORRITI;MT;;SAN SALVADOR DE JUJUY;4600;PRIVADO;JUJUY;JUJUY;JUJUY;;
4793;ESC. VICTOR MERCANTE;MINA PAN DE AZUCAR;;;PALPALA;4612;PRIVADO;JUJUY;JUJUY;JUJUY;;
4794;SANTA TERESITA;MORENO 69;;;LAS LOMITAS;3630;PRIVADO;FORMOSA;FORMOSA;FORMOSA;;
4795;ESC. NUESTRA STA. DE LA PAZ;CORRIENTES Y MATIENZO;;;LAS LOMITAS;3630;OFICIAL;FORMOSA;FORMOSA;FORMOSA;;
4796;DON BOSCO;9 DE JULIO 8047 (E);M;;SAN JUAN;5411;PRIVADO;SAN JUAN;CAPITAL;SAN JUAN;;
4798;TEODELINA F. DE ALVEAR;BV. SAN DIEGO 1056;M;4921230;GOBERNADOR GALVEZ;2124;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
4799;ESC. 8019  SAGRADO CORAZON;HIPOLITO IRIGOYEN 1441;MT;;VENADO TUERTO;2600;PRIVADO;SANTA FE;VENADO TUERTO;RESTO SANTA FE;;
4800;ESC. DOMINGO SAVIO;GREGORIO MARTINEZ 670;;4435223;NEUQUEN;8300;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
4801;SAN ANTONIO DE PADUA;CERINI 939;;;CAÑADA DE GOMEZ;2500;PRIVADO;SANTA FE;IRIONDO;RESTO SANTA FE;;
4802;SAN ANTONIO DE PADUA;BELGRANO 403;;;SANTA ELENA;3192;PRIVADO;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
4803;NTRA. STA. DEL PERPETUO SOCORRO;ROQUE SAENZ PEÑA 440;;;ROSARIO DEL TALA;3174;PRIVADO;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
4804;CORAZON;SARMIENTO 253;;;UNQUILLO;6400;PRIVADO;BUENOS AIRES;TRENQUE LAUQUEN;INTERIOR DE BS AS;;
